Jul 19 23:28:22 postfix01 MTA[24308]: 3e72bw: from=<george.75@corporate.co>, to=<sara.92@mailbox.biz>, relay=mx.test.org [183.132.131.5], proto=ESMTP, delay=18.42, size=12359, nrcpts=1, msgid=<20250719232822.3e72bw@postfix01>, status=Rejected (553 Invalid recipient)
Jul 28 05:25:39 mailgw1 MTA[22332]: galb22: from=<hannah.94@university.edu>, to=<brian.50@banksecure.fin>, relay=mx.test.org [36.100.174.30], proto=SMTP, delay=9.02, size=12680, nrcpts=1, msgid=<20250728052539.galb22@mailgw1>, status=Bounced (550 User unknown)
Jul 28 05:27:42 aixhost MTA[49316]: nxkgh9: from=<sara.47@securemail.gov>, to=<jane.22@mailbox.biz>, relay=relay.partner.solutions [105.140.92.70], proto=SMTP, delay=21.68, size=7295, nrcpts=1, msgid=<20250728052742.nxkgh9@aixhost>, status=Rejected (550 Spam message blocked)
Jul 28 05:27:52 aixhost MTA[87672]: cgci5s: from=<mark.85@test.org>, to=<charles.84@corporate.co>, relay=smtp.banksecure.fin [161.20.171.226], proto=ESMTP, delay=19.92, size=10994, nrcpts=1, msgid=<20250728052752.cgci5s@aixhost>, status=Bounced (554 Transaction failed)
Jul 28 05:27:56 aixhost MTA[39951]: 12r2n4: from=<henry.60@alpha.tech>, to=<justin.82@example.com>, relay=smtp.cloudmail.ai [41.91.115.95], proto=ESMTP, delay=21.34, size=10408, nrcpts=2, msgid=<20250728052756.12r2n4@aixhost>, status=Deferred (450 Timeout)
Jul 28 05:29:04 postfix01 MTA[36378]: 56zum3: from=<justin.15@logistics.inc>, to=<zoe.77@researchlab.org>, relay=relay.mailservice.io [49.99.90.67], proto=ESMTP, delay=18.93, size=11592, nrcpts=2, msgid=<20250728052904.56zum3@postfix01>, status=Rejected (553 Invalid recipient)
Jul 28 05:30:32 mailgw1 MTA[76681]: j63ksk: from=<andrew.65@corporate.co>, to=<lucy.4@marketing.agency>, relay=mail.logistics.inc [114.55.92.69], proto=SMTP, delay=8.75, size=10866, nrcpts=1, msgid=<20250728053032.j63ksk@mailgw1>, status=Rejected (550 Spam message blocked)
Jul 28 05:32:24 postfix01 MTA[42459]: ewxqmm: from=<sara.78@mailservice.io>, to=<brian.39@logistics.inc>, relay=mail.logistics.inc [165.176.75.36], proto=SMTP, delay=28.13, size=8243, nrcpts=1, msgid=<20250728053224.ewxqmm@postfix01>, status=Bounced (554 Transaction failed)
Jul 28 05:39:26 postfix01 MTA[15282]: ce1ixh: from=<ryan.7@mailservice.io>, to=<kevin.12@mailbox.biz>, relay=smtp.cloudmail.ai [62.112.49.183], proto=SMTP, delay=3.96, size=18854, nrcpts=1, msgid=<20250728053926.ce1ixh@postfix01>, status=Bounced (552 Message too large)
Jul 28 05:39:49 aixhost MTA[26149]: zeyzlv: from=<hannah.62@cloudmail.ai>, to=<mia.55@alpha.tech>, relay=mx1.fastmail.pro [104.224.25.202], proto=ESMTP, delay=11.89, size=8877, nrcpts=2, msgid=<20250728053949.zeyzlv@aixhost>, status=Rejected (554 Relay access denied)
Jul 28 05:39:50 aixhost MTA[10720]: laf5hq: from=<john.76@logistics.inc>, to=<emily.24@example.com>, relay=gw.researchlab.org [166.28.112.58], proto=ESMTP, delay=23.24, size=3951, nrcpts=1, msgid=<20250728053950.laf5hq@aixhost>, status=Deferred (450 Timeout)
Jul 28 05:41:33 aixhost MTA[99271]: hvuvzb: from=<grace.91@marketing.agency>, to=<eric.43@researchlab.org>, relay=mail.logistics.inc [56.121.82.59], proto=ESMTP, delay=29.13, size=9726, nrcpts=1, msgid=<20250728054133.hvuvzb@aixhost>, status=Deferred (451 Temporary local problem)
Jul 28 05:43:02 mailgw1 MTA[74940]: kshnqm: from=<nora.84@alpha.tech>, to=<alice.63@marketing.agency>, relay=outbound.university.edu [59.243.118.107], proto=ESMTP, delay=11.84, size=8456, nrcpts=1, msgid=<20250728054302.kshnqm@mailgw1>, status=Bounced (552 Message too large)
Jul 28 05:44:36 mailgw1 MTA[65027]: xzyi8e: from=<mia.14@company.net>, to=<alice.42@example.com>, relay=relay.mailbox.biz [160.21.74.146], proto=SMTP, delay=7.65, size=6655, nrcpts=1, msgid=<20250728054436.xzyi8e@mailgw1>, status=Rejected (553 Invalid recipient)
Jul 28 05:46:49 postfix01 MTA[88903]: 5ua7c3: from=<olivia.74@example.com>, to=<george.45@alpha.tech>, relay=relay.corporate.co [164.200.221.113], proto=SMTP, delay=25.93, size=1388, nrcpts=2, msgid=<20250728054649.5ua7c3@postfix01>, status=Rejected (554 Relay access denied)
Jul 28 05:47:46 mailgw1 MTA[61548]: nzb1m7: from=<alice.9@fastmail.pro>, to=<karen.8@corporate.co>, relay=smtp.marketing.agency [155.17.165.253], proto=SMTP, delay=19.27, size=6163, nrcpts=1, msgid=<20250728054746.nzb1m7@mailgw1>, status=Rejected (553 Invalid recipient)
Jul 28 05:48:45 postfix01 MTA[79119]: joj0pp: from=<sophia.25@fastmail.pro>, to=<david.83@university.edu>, relay=smtp.marketing.agency [48.190.169.152], proto=SMTP, delay=15.33, size=13848, nrcpts=1, msgid=<20250728054845.joj0pp@postfix01>, status=Rejected (554 Relay access denied)
Jul 28 05:49:46 aixhost MTA[67051]: vg5xh9: from=<bob.27@corporate.co>, to=<karen.47@mailbox.biz>, relay=mail.logistics.inc [212.130.188.203], proto=ESMTP, delay=12.0, size=19346, nrcpts=1, msgid=<20250728054946.vg5xh9@aixhost>, status=Sent (250 Message queued)
Jul 28 05:52:53 aixhost MTA[35876]: 1i9wk9: from=<mark.16@logistics.inc>, to=<mark.68@test.org>, relay=mailrelay.example.net [205.89.133.152], proto=ESMTP, delay=27.7, size=8715, nrcpts=1, msgid=<20250728055253.1i9wk9@aixhost>, status=Deferred (451 Temporary local problem)
Jul 28 05:54:02 mailgw1 MTA[99215]: pwhqp8: from=<kevin.11@securemail.gov>, to=<hannah.83@test.org>, relay=smtp1.alpha.tech [75.0.160.168], proto=ESMTP, delay=13.25, size=6132, nrcpts=1, msgid=<20250728055402.pwhqp8@mailgw1>, status=Deferred (450 Timeout)
Jul 28 05:56:42 postfix01 MTA[42354]: fsykdt: from=<ryan.7@company.net>, to=<laura.74@university.edu>, relay=relay.mailservice.io [111.136.182.174], proto=ESMTP, delay=27.86, size=9376, nrcpts=1, msgid=<20250728055642.fsykdt@postfix01>, status=Rejected (550 Spam message blocked)
Jul 28 05:56:48 aixhost MTA[89266]: 7ubj6r: from=<jane.99@marketing.agency>, to=<mia.30@fastmail.pro>, relay=outbound.university.edu [223.36.115.235], proto=ESMTP, delay=6.42, size=5362, nrcpts=1, msgid=<20250728055648.7ubj6r@aixhost>, status=Deferred (451 Temporary local problem)
Jul 28 05:57:22 mailgw1 MTA[61000]: dvxq5o: from=<chloe.4@alpha.tech>, to=<james.80@banksecure.fin>, relay=mx1.fastmail.pro [91.63.244.168], proto=ESMTP, delay=25.14, size=9825, nrcpts=1, msgid=<20250728055722.dvxq5o@mailgw1>, status=Deferred (451 Temporary local problem)
Jul 28 05:58:53 aixhost MTA[73536]: zo2rcg: from=<natalie.10@test.org>, to=<hannah.26@alpha.tech>, relay=smtp1.alpha.tech [19.195.74.250], proto=SMTP, delay=1.43, size=6979, nrcpts=2, msgid=<20250728055853.zo2rcg@aixhost>, status=Rejected (550 Spam message blocked)
Jul 28 05:59:05 aixhost MTA[18547]: zvh72q: from=<george.35@marketing.agency>, to=<emma.4@test.org>, relay=relay.mailbox.biz [110.239.130.88], proto=SMTP, delay=28.18, size=18147, nrcpts=1, msgid=<20250728055905.zvh72q@aixhost>, status=Bounced (554 Transaction failed)
Jul 28 06:06:57 postfix01 MTA[97521]: d4oaly: from=<laura.85@alpha.tech>, to=<henry.29@cloudmail.ai>, relay=smtp.marketing.agency [99.97.160.18], proto=SMTP, delay=10.84, size=4872, nrcpts=2, msgid=<20250728060657.d4oaly@postfix01>, status=Bounced (552 Message too large)
Jul 28 06:11:22 postfix01 MTA[88334]: rfafxr: from=<mia.39@securemail.gov>, to=<steven.81@alpha.tech>, relay=smtp1.alpha.tech [72.159.45.222], proto=ESMTP, delay=29.22, size=7685, nrcpts=2, msgid=<20250728061122.rfafxr@postfix01>, status=Sent (250 Message queued)
Jul 28 06:11:47 mailgw1 MTA[19030]: t0750w: from=<bob.36@partner.solutions>, to=<nora.99@test.org>, relay=gw.researchlab.org [23.190.144.133], proto=ESMTP, delay=26.89, size=17499, nrcpts=1, msgid=<20250728061147.t0750w@mailgw1>, status=Bounced (554 Transaction failed)
Jul 28 06:14:58 postfix01 MTA[81779]: i4vdef: from=<andrew.95@test.org>, to=<jane.61@marketing.agency>, relay=smtp.banksecure.fin [99.23.188.55], proto=SMTP, delay=2.06, size=11655, nrcpts=1, msgid=<20250728061458.i4vdef@postfix01>, status=Bounced (552 Message too large)
Jul 28 06:15:08 aixhost MTA[75763]: dlire4: from=<michael.85@alpha.tech>, to=<ryan.73@university.edu>, relay=smtp.marketing.agency [38.243.82.75], proto=ESMTP, delay=23.4, size=8775, nrcpts=1, msgid=<20250728061508.dlire4@aixhost>, status=Rejected (554 Relay access denied)
Jul 28 06:17:29 mailgw1 MTA[91962]: 9h65h9: from=<emma.8@researchlab.org>, to=<charles.15@company.net>, relay=relay.mailservice.io [188.58.224.97], proto=ESMTP, delay=23.73, size=3144, nrcpts=1, msgid=<20250728061729.9h65h9@mailgw1>, status=Deferred (450 Timeout)
Jul 28 06:21:26 postfix01 MTA[60699]: 00jh2j: from=<steven.8@mailbox.biz>, to=<james.56@alpha.tech>, relay=relay.mailservice.io [72.76.185.51], proto=ESMTP, delay=8.44, size=6343, nrcpts=1, msgid=<20250728062126.00jh2j@postfix01>, status=Rejected (550 Spam message blocked)
Jul 28 06:22:42 aixhost MTA[92611]: imk25f: from=<bella.33@mailservice.io>, to=<sophia.2@partner.solutions>, relay=mx.securemail.gov [95.206.226.117], proto=SMTP, delay=23.25, size=8155, nrcpts=1, msgid=<20250728062242.imk25f@aixhost>, status=Bounced (552 Message too large)
Jul 28 06:32:36 aixhost MTA[12595]: xig2bp: from=<olivia.50@cloudmail.ai>, to=<linda.27@test.org>, relay=relay.partner.solutions [188.80.194.154], proto=ESMTP, delay=27.64, size=8242, nrcpts=1, msgid=<20250728063236.xig2bp@aixhost>, status=Deferred (451 Temporary local problem)
Jul 28 06:32:53 postfix01 MTA[96920]: eruhvn: from=<steven.92@marketing.agency>, to=<henry.81@securemail.gov>, relay=mailrelay.example.net [129.142.76.128], proto=ESMTP, delay=1.64, size=1850, nrcpts=1, msgid=<20250728063253.eruhvn@postfix01>, status=Rejected (554 Relay access denied)
Jul 28 06:33:38 aixhost MTA[76118]: x9hlkf: from=<hannah.14@researchlab.org>, to=<justin.21@banksecure.fin>, relay=smtp1.alpha.tech [221.96.70.112], proto=ESMTP, delay=18.02, size=4126, nrcpts=1, msgid=<20250728063338.x9hlkf@aixhost>, status=Bounced (552 Message too large)
Jul 28 06:37:15 postfix01 MTA[51104]: wuzgxp: from=<jane.80@corporate.co>, to=<laura.40@partner.solutions>, relay=gw.researchlab.org [95.174.106.241], proto=ESMTP, delay=26.33, size=15439, nrcpts=1, msgid=<20250728063715.wuzgxp@postfix01>, status=Sent (250 OK)
Jul 28 06:39:00 aixhost MTA[54224]: 0d2x8k: from=<charles.65@securemail.gov>, to=<oliver.28@corporate.co>, relay=smtp.company.net [193.210.3.215], proto=ESMTP, delay=23.42, size=4319, nrcpts=1, msgid=<20250728063900.0d2x8k@aixhost>, status=Bounced (550 User unknown)
Jul 28 06:46:14 postfix01 MTA[39878]: j5wpgd: from=<susan.10@university.edu>, to=<michael.81@company.net>, relay=smtp.company.net [58.101.22.108], proto=SMTP, delay=29.28, size=3611, nrcpts=1, msgid=<20250728064614.j5wpgd@postfix01>, status=Rejected (550 Spam message blocked)
Jul 28 06:46:22 mailgw1 MTA[87515]: vac8or: from=<mark.13@marketing.agency>, to=<nora.5@mailservice.io>, relay=mx.securemail.gov [173.85.208.245], proto=ESMTP, delay=14.38, size=8398, nrcpts=2, msgid=<20250728064622.vac8or@mailgw1>, status=Deferred (451 Temporary local problem)
Jul 28 06:48:46 aixhost MTA[38836]: lqaqs7: from=<hannah.60@securemail.gov>, to=<emily.50@corporate.co>, relay=mx1.fastmail.pro [221.218.13.50], proto=SMTP, delay=9.71, size=13704, nrcpts=1, msgid=<20250728064846.lqaqs7@aixhost>, status=Rejected (550 Spam message blocked)
Jul 28 06:50:07 mailgw1 MTA[26407]: 0p31yq: from=<lucy.32@example.com>, to=<emily.56@mailservice.io>, relay=relay.partner.solutions [154.144.53.194], proto=ESMTP, delay=18.38, size=12588, nrcpts=2, msgid=<20250728065007.0p31yq@mailgw1>, status=Bounced (552 Message too large)
Jul 28 06:53:41 mailgw1 MTA[14203]: my8y3t: from=<lucy.64@mailbox.biz>, to=<justin.56@partner.solutions>, relay=mx1.fastmail.pro [37.18.173.216], proto=SMTP, delay=17.44, size=11789, nrcpts=1, msgid=<20250728065341.my8y3t@mailgw1>, status=Bounced (554 Transaction failed)
Jul 28 06:53:59 postfix01 MTA[17899]: 7xxfuv: from=<laura.42@banksecure.fin>, to=<susan.34@fastmail.pro>, relay=smtp.company.net [91.124.105.178], proto=ESMTP, delay=3.18, size=17107, nrcpts=1, msgid=<20250728065359.7xxfuv@postfix01>, status=Deferred (450 Timeout)
Jul 28 06:54:08 aixhost MTA[36519]: 8rkg1y: from=<mia.7@fastmail.pro>, to=<natalie.15@corporate.co>, relay=mailrelay.example.net [216.193.76.49], proto=SMTP, delay=16.77, size=4423, nrcpts=1, msgid=<20250728065408.8rkg1y@aixhost>, status=Bounced (554 Transaction failed)
Jul 28 06:55:37 aixhost MTA[91426]: 7iypvd: from=<sara.58@example.com>, to=<lucy.82@mailbox.biz>, relay=mx1.fastmail.pro [64.12.206.38], proto=ESMTP, delay=17.04, size=18485, nrcpts=1, msgid=<20250728065537.7iypvd@aixhost>, status=Deferred (451 Temporary local problem)
Jul 28 06:55:58 mailgw1 MTA[17324]: 1oj799: from=<chloe.19@banksecure.fin>, to=<olivia.26@company.net>, relay=mx1.fastmail.pro [210.188.57.178], proto=SMTP, delay=3.99, size=2519, nrcpts=2, msgid=<20250728065558.1oj799@mailgw1>, status=Rejected (554 Relay access denied)
Jul 28 06:59:29 mailgw1 MTA[30931]: qsu37r: from=<bella.68@marketing.agency>, to=<ava.49@company.net>, relay=smtp.cloudmail.ai [175.192.40.194], proto=ESMTP, delay=18.84, size=5389, nrcpts=1, msgid=<20250728065929.qsu37r@mailgw1>, status=Bounced (550 User unknown)
Jul 28 07:02:16 mailgw1 MTA[49856]: 8tfanl: from=<linda.70@securemail.gov>, to=<emily.28@mailbox.biz>, relay=smtp1.alpha.tech [179.202.82.222], proto=SMTP, delay=2.69, size=7723, nrcpts=2, msgid=<20250728070216.8tfanl@mailgw1>, status=Bounced (550 User unknown)
Jul 28 07:02:50 mailgw1 MTA[37637]: bgfvbx: from=<bob.44@company.net>, to=<luke.20@banksecure.fin>, relay=smtp.marketing.agency [198.196.121.170], proto=ESMTP, delay=22.05, size=6381, nrcpts=1, msgid=<20250728070250.bgfvbx@mailgw1>, status=Sent (250 Message queued)
Jul 28 07:06:38 aixhost MTA[94902]: 9u13gx: from=<bella.88@banksecure.fin>, to=<steven.22@securemail.gov>, relay=relay.corporate.co [158.231.102.9], proto=SMTP, delay=8.34, size=12851, nrcpts=1, msgid=<20250728070638.9u13gx@aixhost>, status=Rejected (554 Relay access denied)
Jul 28 07:08:43 aixhost MTA[28970]: 6gwvs4: from=<grace.51@mailservice.io>, to=<mia.43@example.com>, relay=mx.test.org [87.231.175.16], proto=ESMTP, delay=26.28, size=17911, nrcpts=1, msgid=<20250728070843.6gwvs4@aixhost>, status=Rejected (550 Spam message blocked)
Jul 28 07:12:01 postfix01 MTA[96326]: myh7uq: from=<nora.16@cloudmail.ai>, to=<mia.32@logistics.inc>, relay=smtp.cloudmail.ai [118.155.16.7], proto=ESMTP, delay=15.23, size=15302, nrcpts=1, msgid=<20250728071201.myh7uq@postfix01>, status=Bounced (554 Transaction failed)
Jul 28 07:14:45 aixhost MTA[13984]: jb7t7w: from=<ava.14@researchlab.org>, to=<jane.90@fastmail.pro>, relay=smtp.company.net [208.34.129.117], proto=SMTP, delay=5.12, size=17585, nrcpts=1, msgid=<20250728071445.jb7t7w@aixhost>, status=Bounced (554 Transaction failed)
Jul 28 07:15:45 mailgw1 MTA[46675]: npgi2t: from=<charles.41@researchlab.org>, to=<michael.40@alpha.tech>, relay=smtp.marketing.agency [189.229.83.178], proto=SMTP, delay=25.94, size=4458, nrcpts=1, msgid=<20250728071545.npgi2t@mailgw1>, status=Rejected (550 Spam message blocked)
Jul 28 07:17:46 postfix01 MTA[66961]: slp3k5: from=<andrew.54@mailservice.io>, to=<susan.4@corporate.co>, relay=mail.logistics.inc [4.207.154.41], proto=ESMTP, delay=19.54, size=4469, nrcpts=2, msgid=<20250728071746.slp3k5@postfix01>, status=Sent (250 OK)
Jul 28 07:18:58 postfix01 MTA[58451]: hkyotk: from=<justin.79@company.net>, to=<mia.1@mailservice.io>, relay=mx1.fastmail.pro [152.254.249.216], proto=ESMTP, delay=8.13, size=12680, nrcpts=1, msgid=<20250728071858.hkyotk@postfix01>, status=Deferred (450 Timeout)
Jul 28 07:18:59 aixhost MTA[71836]: ncfbzk: from=<alice.44@securemail.gov>, to=<linda.99@marketing.agency>, relay=relay.corporate.co [78.4.56.182], proto=SMTP, delay=14.34, size=13957, nrcpts=2, msgid=<20250728071859.ncfbzk@aixhost>, status=Rejected (553 Invalid recipient)
Jul 28 07:21:48 aixhost MTA[55576]: v43gu7: from=<mark.73@banksecure.fin>, to=<hannah.59@alpha.tech>, relay=mail.logistics.inc [36.10.58.209], proto=ESMTP, delay=24.26, size=16629, nrcpts=1, msgid=<20250728072148.v43gu7@aixhost>, status=Deferred (451 Temporary local problem)
Jul 28 07:33:40 postfix01 MTA[11036]: irp454: from=<zoe.82@partner.solutions>, to=<john.16@cloudmail.ai>, relay=smtp.banksecure.fin [124.153.162.175], proto=SMTP, delay=14.66, size=7951, nrcpts=2, msgid=<20250728073340.irp454@postfix01>, status=Bounced (554 Transaction failed)
Jul 28 07:34:17 aixhost MTA[73382]: 1fd8gd: from=<susan.15@banksecure.fin>, to=<lucy.34@securemail.gov>, relay=relay.mailservice.io [199.2.201.43], proto=ESMTP, delay=25.21, size=9065, nrcpts=2, msgid=<20250728073417.1fd8gd@aixhost>, status=Sent (250 Message queued)
Jul 28 07:38:11 aixhost MTA[55103]: lf4p0z: from=<mark.66@university.edu>, to=<luke.98@logistics.inc>, relay=gw.researchlab.org [91.56.239.188], proto=ESMTP, delay=14.17, size=9978, nrcpts=1, msgid=<20250728073811.lf4p0z@aixhost>, status=Deferred (450 Timeout)
Jul 28 07:46:21 postfix01 MTA[48112]: 3ff8e6: from=<mia.40@corporate.co>, to=<steven.74@company.net>, relay=smtp.banksecure.fin [10.164.7.56], proto=ESMTP, delay=15.01, size=3987, nrcpts=2, msgid=<20250728074621.3ff8e6@postfix01>, status=Sent (250 OK)
Jul 28 07:49:54 aixhost MTA[73877]: htzvm1: from=<hannah.86@example.com>, to=<ava.89@partner.solutions>, relay=smtp.company.net [18.254.132.162], proto=SMTP, delay=2.42, size=6016, nrcpts=1, msgid=<20250728074954.htzvm1@aixhost>, status=Bounced (552 Message too large)
Jul 28 07:55:24 aixhost MTA[85581]: 1onjdy: from=<laura.51@alpha.tech>, to=<andrew.59@mailservice.io>, relay=smtp.company.net [223.163.10.47], proto=ESMTP, delay=2.42, size=7940, nrcpts=2, msgid=<20250728075524.1onjdy@aixhost>, status=Bounced (550 User unknown)
Jul 28 07:59:39 postfix01 MTA[17901]: dbktet: from=<olivia.43@university.edu>, to=<steven.78@example.com>, relay=smtp1.alpha.tech [31.210.218.102], proto=ESMTP, delay=24.14, size=18214, nrcpts=1, msgid=<20250728075939.dbktet@postfix01>, status=Sent (250 Message queued)
Jul 28 08:01:43 postfix01 MTA[66288]: 1ul56w: from=<mark.59@banksecure.fin>, to=<olivia.9@alpha.tech>, relay=smtp.cloudmail.ai [77.49.157.155], proto=SMTP, delay=6.97, size=4186, nrcpts=1, msgid=<20250728080143.1ul56w@postfix01>, status=Bounced (550 User unknown)
Jul 28 08:04:31 aixhost MTA[87652]: hccec7: from=<henry.81@university.edu>, to=<olivia.52@company.net>, relay=smtp1.alpha.tech [93.249.6.69], proto=ESMTP, delay=7.35, size=4210, nrcpts=1, msgid=<20250728080431.hccec7@aixhost>, status=Sent (250 Message queued)
Jul 28 08:05:23 postfix01 MTA[87403]: lgx74u: from=<oliver.27@corporate.co>, to=<nora.69@alpha.tech>, relay=relay.mailbox.biz [110.72.211.15], proto=ESMTP, delay=27.61, size=18632, nrcpts=2, msgid=<20250728080523.lgx74u@postfix01>, status=Deferred (450 Timeout)
Jul 28 08:06:12 mailgw1 MTA[18810]: r2szac: from=<adam.96@cloudmail.ai>, to=<hannah.88@test.org>, relay=smtp.cloudmail.ai [136.245.108.70], proto=ESMTP, delay=10.14, size=15830, nrcpts=1, msgid=<20250728080612.r2szac@mailgw1>, status=Sent (250 OK)
Jul 28 08:09:32 mailgw1 MTA[28978]: sgtth1: from=<hannah.61@alpha.tech>, to=<emily.57@alpha.tech>, relay=mail.logistics.inc [45.209.67.234], proto=ESMTP, delay=23.71, size=12510, nrcpts=1, msgid=<20250728080932.sgtth1@mailgw1>, status=Sent (250 OK)
Jul 28 08:14:44 mailgw1 MTA[91554]: gsoq62: from=<tom.54@securemail.gov>, to=<alice.79@mailbox.biz>, relay=mx.test.org [153.73.148.220], proto=ESMTP, delay=27.74, size=10984, nrcpts=1, msgid=<20250728081444.gsoq62@mailgw1>, status=Rejected (553 Invalid recipient)
Jul 28 08:16:51 mailgw1 MTA[47813]: m8487m: from=<andrew.25@university.edu>, to=<linda.96@test.org>, relay=mx.securemail.gov [108.126.162.137], proto=ESMTP, delay=21.02, size=4918, nrcpts=1, msgid=<20250728081651.m8487m@mailgw1>, status=Rejected (550 Spam message blocked)
Jul 28 08:20:21 aixhost MTA[84215]: q12ts9: from=<linda.42@fastmail.pro>, to=<chloe.96@marketing.agency>, relay=smtp.marketing.agency [186.205.157.149], proto=SMTP, delay=11.63, size=17349, nrcpts=1, msgid=<20250728082021.q12ts9@aixhost>, status=Bounced (552 Message too large)
Jul 28 08:20:44 mailgw1 MTA[33738]: nvvgnd: from=<susan.70@example.com>, to=<emma.79@securemail.gov>, relay=relay.mailservice.io [45.2.67.148], proto=ESMTP, delay=17.69, size=12840, nrcpts=1, msgid=<20250728082044.nvvgnd@mailgw1>, status=Rejected (553 Invalid recipient)
Jul 28 08:26:49 mailgw1 MTA[25955]: m5hygx: from=<andrew.49@example.com>, to=<kevin.59@example.com>, relay=relay.mailservice.io [220.86.188.53], proto=SMTP, delay=27.74, size=15001, nrcpts=2, msgid=<20250728082649.m5hygx@mailgw1>, status=Rejected (550 Spam message blocked)
Jul 28 08:28:41 aixhost MTA[35543]: 47woh5: from=<alice.56@cloudmail.ai>, to=<adam.8@marketing.agency>, relay=relay.mailbox.biz [190.103.156.9], proto=SMTP, delay=14.81, size=18289, nrcpts=1, msgid=<20250728082841.47woh5@aixhost>, status=Bounced (550 User unknown)
Jul 28 08:30:35 postfix01 MTA[57651]: t3ag67: from=<brian.97@marketing.agency>, to=<oliver.96@cloudmail.ai>, relay=mailrelay.example.net [139.179.45.5], proto=ESMTP, delay=9.3, size=3164, nrcpts=1, msgid=<20250728083035.t3ag67@postfix01>, status=Rejected (550 Spam message blocked)
Jul 28 08:31:06 postfix01 MTA[30202]: xzq72l: from=<michael.15@banksecure.fin>, to=<hannah.96@banksecure.fin>, relay=smtp.marketing.agency [165.56.168.250], proto=ESMTP, delay=18.37, size=9049, nrcpts=1, msgid=<20250728083106.xzq72l@postfix01>, status=Bounced (550 User unknown)
